|comment|grade
461|Чушь. 250 стр.-одни разговоры, потом убийство, на последних страницах убийства остальных и никакого расследования.Зачем было вообще писать? Аннотация на сие произведение только завлекает, но далека от истины. Вообщем жалко потраченного времени и денег.|0
462|не вижу подробностей в интернете!|0
463|Самоплагиат - Жуткая вещь. Все эти Волки-Волкодавы-Волк и сильно надоели|0
464|Как я должна объяснить 11 летнему сыну что такое - Дары Смерти|0
465|Свамое провальное сочинение А.Б. Вот уж не лезь в чужой монастырь. Лабай Фандорятину|0
466|Сенсации только для дураков. Свидетельст того что Мария была его Женой масса и всякий кто этого не знал лишь неуч. Так вот масса этих неучей и очень тонкое определение - Убожеств - то есть недоделок подхватили эту книгу и упились собственной глупостью. Кстати люди в колбасу до сих пор кладуд туалетную бумагу - Кто не знал Я не ВИНОВАТ.|0
467|Я вообще не могу понять как у нормального человека может появится желание читать Это|0
468|Несколько (слегка сдвинутых) молодых людей приезжают на необитаемый остров. Молодые люди замучены кредиторами и не знают, что делать с полученными ими высшими образованиями. На острове этом им, очевидно, суждено сдвинуться уже не слегка, а окончательно и бесповоротно, потому как нет на этом острове ни кофе, ни девушек, ни выпивки. А потому ведут они бесконечные разговоры про то, что «природа победит кредитные кассы», потерянный рай, который здесь когда-то был, калифорнийскую секту буддизма, в которой разрешается выпивать, трахаться и курить травку. (Автор, кстати, советует для выживания в этом страшно цивилизованном мире приобретать белок напрокат, потому как белки нервы успокаивают). А в конце концов возвращаются домой в Норвегию, поняв, что современная цивилизация, конечно, гадость страшная, но жить как-то со всем этим надо, надо бороться и оставаться по жизни человеком. Правда, прекрасно? А меня всю дорогу тошнило… http://www.drugaya.ru/content/doc907.html|0
469|Бездарное произведение, читать скучно, но в тоже время смешно. Ибо столько притянутых за уши событий невозможно даже представить. Так же можно сказать что детективом здесь и не пахнет. Герои прописаны очень вяло и неинтересно. Итог: не советую даже брать в руки сие произведение.|0
470|пустая трата времени|0
471|"Мне Фильм не понравился ни в плане режессуры, ни в плане Ужасов, только отдельные забавные моменты заставили меня не поставить ""кол""."|0
472|"Глупый, если не сказать тупой фильм. Завязать интригу авторы еще кое-как смогли, а вот что делать далее, не смогли придумать. Куценко и Орбакайте старательно, но стереотипно играют в игру ""если б я был (была)..."" А признания героев, что вот они что-то там поняли, выростают просто-таки на пустом месте. Еще более беспомощна криминальная интрига фильма, уж не говоря о том, что до невозможности затянута. Вобщем, если не смотрели ни одного фильма, сюжет которых вертится вокруг обмена телами, возможно, просмотр будет приятен. Но если вы видели, КАК можно обыграть такую ситуацию и какие АКТЕРСКИЕ находки возникают на этой основе, то данный фильм вызовет лишь отвращение."|0
473|"Игра - великолепна, фильм же - ужасен. Я так понимаю, что режиссер любит компьютерные игры (""Alone in the Dark"" - его же ""творение""), но до сих пор не понял, что даже хорошими его фильмы не получаются."|0
474|На свою беду смотрела этот фильм уже ночью. Оставил гнетущее впечатление. Большое спасибо, что это не цветной фильм! Было ощущение, что автор пытается мне что-то сказать, но, видимо, говорим мы с ним на разных языках, так что я его не поняла. Одним словом, много мерзкого, непонятного и неприятного.|0
475|Кошмар какой-то. Удивилась - как Уиллис согласился в таком сняться!|0
476|Наудивление глупый фильм. По сюжету обыгрывалась очень неплохая идея, но создатели постарались закидать ее таким количеством тупых шуток и надуманых идиотских ситуаций, что смотреть все это от начала до конца просто утомительно. Вы ничего не потеряете, если посмотрите начало фильма, а потом последние минут 15-20мин. Думаю, при таком просмотре у фильма будет шанс оставить о себе хорошее впечатление.|0
477|Неужели такие фильмы могут кому-то нравиться? По-моему шутки весьма тупые..|0
478|Скукотища. И совсем не страшно|0
479|ФУУУ!!! БУЭЭЭ!!! Типично девичьи велеречивы ,но иное я написать не могу... Какое опущение... Это вообще что??? Похабота на весь фильм!!! Уж на что я не против, а даже за, всяких откровенностей в фильме, ну тут это СОВЕРШЕННО ни к чему. И по этому же фильму ясно, что Стиллер совершенный Бэн, а не комик. Короче, грязь, похабщина, аморалка и тупорылейшая безыдейщина. А комедия заключается в том, что современные люди столь незрелы и не определены в своих желаниях, что им грозит ровно такая вот показанная жизнь.|0
480|Из этого фильма я впервые узнал о Гоарде Хьюзе. ПОРАЗИТЕЛЬНЫЙ человек... Но ещё более поразителен этот фильм: без сюжета, без интереса, без графики, без игры актёров. Он ни аб ч0м. Ему вроде даже Оскар дали/номинировали. Но полюбому это редчайшая лажа.|0
481|Это мне типо порекомендовала система... Такое чувство, что этот ИМХО - лажа... ИМХО конечно =) Короче фильм - трагический конец Керри как актёра... Больше нет юмАра, Боже исесно нигер, безыдейщина... Абыдн... Карошэй был актьёор...|0
482|Отвратительная, тошнотворная пурга с вкраплением ярких и безумных видеообразов (один огнестрельный протез чего стоит...) Ощущение обкурившихся детей в пионерлагере дофантазирующих помаксимуму все свои сексуально-огнестрел ьные страшилки...|0
483|перевод пленки|0
484|Отвратительный фильм. Сюжета нет, игры нет, режиссуры нет. Ужасов тоже нет... Досмотреть до конца равносильно подвигу... 3D не спасает.|0
485|Вообще ни о чем... ни единого приятного момента (картинки, мысли, эмоций - ничего!). Не рекомендую к просмотру. Не стоит тратить на это время...|0
486|"Мамочки, вот же убожество. Когда же до наших дойдет, что когда они закашивают под голливуд, то получается вот такая вот стряпня, которую нельзя принять даже в качестве курсовой работы третьекурсника. После таких вот ""фильмов"" вера в Российский кинематограф утрачивается."|0
487|Какая чушь... 1,5 часа из жизни просто выкинуто... Все это время надеялась, что вот еще чуть-чуть потерпеть и будет интересно. Мои надежды не оправдались.|0
488|Очередное французкое фуфло!|0
489|туфта полнейшая. Деньги на ветер. На них можно было снять пару-тройку приличных фильмов.|0
490|Это ужас какой-то. От гениального произведения Булгакова камня на камне не оставили. Никогда не думала, что можно так ужасно не воплотить замысел автора.|0
491|Оригинал не смотрел, но надеюсь там не все так плохо. Фильм показался очень наивным и нелогичным, большинство выводов героев непонятны. Не говоря об извращении самой процедуры суда присяжных в РФ... =( непонятна истерия вокруг фильма.|0
492|"Узнав, что военные втихую торгуют консервированным ураном, журналист (Марат Башаров) почему-то бежит не на ""Эхо Москвы"", а к знакомому генералу из охранки. Тот поступает по присяге: компромат сжигает в камине, свидетелей устраняет, журналиста этапирует на рудник ""Душевный"" - есть баланду и кашлять в забое. В лагере правдолюбец знакомится с разными замечательными людьми (среди них отставной снайпер - Серебряков - и честный вор - Шакуров), много молится, ждет неизбежного: влиятельные люди с воли приказали его опустить. А потом, разумеется, дает деру. Новое ""народное"" кино России топчется на обочине мирового кинопроцесса как бомж у дымящего костерка, и тут, в борьбе за место у теплотрассы, ""Консервы"" ни в чем не уступят ""ЖаRе"" или ""Волкодаву"". В ""Консервах"" иногда шутят, пару раз используют пиротехнику, есть экшен (апогеем становится бунт в арестантской столовой, снятый в традициях ""Антикиллера"": сто кривых рож плюются и тычут друг в друга ложками). Временами режиссер Егор Кончаловский даже теребит проклятые вопросы типа конфликта свободной прессы и власти (""Твоя работа статьи писать, моя - статьи зачитывать!""). Есть, в общем, все приметы современного кино. Но в этом кино пижон, умник (это видно хотя бы по лихому двойному финалу) и талантливый режиссер Кончаловский достигает рекордных глубин бесстыдства. Он не просто в точности повторяет фабулу своего прошлого, тоже не слишком оригинального фильма ""Побег"" : несправедливо обвиненный (там врач, тут журналист) бежит на волю, доказывает, что не лыком шит, встречает Алексея Серебрякова. Он даже не пытается хоть что-то сделать с жанровыми штампами. Гэбисты тут - с пронзительным взглядом и такими же принципами: фразу ""дискредитация России в глазах мирового сообщества"" произносят раза четыре за фильм. ""Начальничек"" - мордастый, жадный подонок, пьяный танцует у себя в кабинете без штанов и целует золотые самородки. В Москве - евроремонт, молодежь - обдолбана. Все это чудовищно не смешно, склеено кое-как и снято с такой телевизионной прямотой, что любой поворот камеры кажется подвигом оператора. Об уране к финалу все, разумеется, забывают напрочь. Самое ужасное, что эта отдельно взятая халтура идеально соответствует особенностям культурной среды в целом. Если подбирать аналогии, то ""Консервы"" со всеми своими звездами-актерами напоминают кошмар советского искусствоведения - феномен ""дерьмо художника"". Перед нашими изумленными взорами человек с высшим художественным образованием наполняет банки фекалиями - и не потому, что ему больше нечем их заполнить, а просто потому, что на экскременты есть спрос. http://www.timeout.r u/text/film/50429/"|0
493|"Режиссеры Джейсон Фридберг и Аарон Зельцер всегда были в команде братьев Уэйансов, создателей пародийных комедий в стиле узколобого постмодернизма. Все выпуски ""Очень страшного кино"" - результат работы их коллективного разума; от каждого по две извилины - и очередная поделка серии ""чисто поржать"" готова. ""Очень эпическое кино"" - вторая попытка Джейсона и Аарона справиться своими силами после провального ""Киносвидания"". Гарри Поттер, обитатели Нарнии, пираты Карибского моря, Вилли Вонка и хоббиты - это очередные жертвы нового фильма, хотя пострадавшими тут их назвать сложно. Получив по паре вторичных шуток в одни руки, они, похоже, смеются над режиссерами сами. Трейлер к ""Очень эпическому кино"" собрали настолько удачно, что казалось, будто появился наконец по-настоящему смешной фильм не про сиськи, задницы и унитаз. На деле оказывается, что все эти опостылевшие темы так или иначе снова раскрываются в сценах, не попавших в трейлер. Да и в целом все выглядит как полуторачасовой рекламный ролик с набором никак не связанных друг с другом гэгов-клише - эдакий ""комеди клаб"" с бюджетом выше среднего. С одной стороны, это обычное дело для пародий а-ля Уэйансы и, как фильм ""Блондинка в шоколаде"" или фаст-фуд, притягивает своей будто бы очаровательной трэшовостью. С другой - прекрасно известно, что шутка, пошученная дважды, превращается в маразм, Пэрис Хилтон вызывает уже скорее сочувствие, чем насмешку, а от гамбургеров организму просто тяжело. http://www.timeout.r u/text/film/61149/"|0
494|"Замужняя капризная цаца по имени Арина (Алена Бабенко) влетает дождливым вечером в бок незадачливому автолюбителю. Муж (Александр Балуев) еще до приезда ГИБДД увозит Арину с места аварии, а затем отправляет ее лечить нервы на арабский восток. Там украденный фотоаппарат и местная экзотика сводят Арину с архитектором Арсением (Александр Домогаров). Курортники мучительно долго движутся к соитию, и лишь когда оно происходит, Арину озаряет, что это Арсений сидел за рулем той злополучной машины. Фильм украинского режиссера Александра Кириенко вполне соответствует правилам ""нового московского кино"" (это когда окуляр камеры сосредоточен в первую очередь на интерьерном дизайне). Несмотря на скромный бюджет, Кириенко выстроил-таки жизнь своих героев между особняком и яхтой. Существование это оказывается нудным и депрессивным, но, пробуксовав в ближневосточных песках где-то с час, лента вдруг с ревом выкидывает неожиданный фортель. Из выхолощенной мелодрамы об ""их нравах"" ""Инди"" превращается в хорошо знакомый жестокий романс из девичьего альбома. Со всем обязательным арсеналом: роковой беременностью, встречей с разлучницей на кладбище и даже с наганом - да не простым, а тем самым, из которого когда-то застрелился Маяковский. Все это, разумеется, обрамлено диалогами такого пионерского надрыва, что к финалу даже не слишком удивляешься фразе про то, что ""человек рожден для терпения и труда"". Насчет труда - это, положим, еще неочевидно, а вот терпение - действительно великая вещь, и здесь оно точно пригодится. http://www.timeout.r u/text/film/68995/"|0
495|Журналист Давыдов (Башаров) отправлен на каторгу за то, что потревожил ваххабитско-урановый заговор в генералитете, а также из-за того, что ближайший друг генерал, у которого Давыдов когда-то увел жену (Толкалина), хочет эту жену обратно. В местах заключения журналист спасается чтением Молитвы оптинских старцев и дружбой с двумя достойными людьми — эфэсбэшным киллером (Серебряков), по случайности сидящим из-за той же урановой истории, и благородным вором в законе (Шакуров), замышляющим массовый побег. Всегда бывший богом рекламных вкраплений, в «Консервах» Кончаловский бьет даже собственные достижения: тут, например, офицер ФСБ, едва ли не над трупом стоя, в голос зачитывает проморелиз компании «Рамблер». Но штука в том, что, всерьез инкриминируя ему этот эпизод — да и любой другой, от крика главного злодея: «Отдай диск, получишь жену», звучащего как объявление о потребительской акции, до финала, взятого из «Королевства кривых зеркал» (Егор Андреевич вообще, судя по всему, читает исключительно детскую литературу), — выставляешь дураком в первую очередь себя. Трюизм, что в основе критики лежит бессильная зависть критика к творцу, в случае с Кончаловским справедлив как никогда. Ему завидуешь жгучей, звериной завистью — ибо этот человек совершенно свободен, его не тянут к земле ни стыд, ни талант, ни ответственность перед инвесторами (притом что «Консервы», на минутку, стоили в районе $5 млн). Как художник он действует в соответствии с малоизвестной у нас (но в обязательном порядке стоящей на полке у всех агентов американского влияния) объективистской доктриной Айн Рэнд: триумфально отказывается испытывать чувство вины за факт своего существования на свете. И я убежден: несмотря на несущуюся по его адресу брань и с каждым разом все более неутешительные кассовые сборы, он (как, к слову, и агенты влияния) счастливей всех нас, вместе взятых. http://www.afisha.ru/review/movies/36/153734/191760/|0
496|Во времена, когда все люди выглядели как герои живописца К.Васильева, слуги тьмы Людоед (Домогаров) и его безликий напарник Жадоба (неизвестный артист) из неких эзотерических соображений вырезают поселение мирных славянских тружеников, оставив в живых (вот это уж совсем непонятно зачем) лишь белокурого сынишку кузнеца. Годы спустя изрядно заматеревший сирота, теперь называющий себя Волкодавом (театральный артист Бухаров), находит Людоеда и, оторвав того от надругательства над девицей (Свиридова), пригвождает к стене. Второго виновника своего сиротства Волкодав решает ловить на живца, для чего устраивается телохранителем к кнесинке Елень (Акиньшина, отчего-то отдублированная не своим голосом), в отношении которой у пресловутого Жадобы есть опять-таки эзотерический интерес. Кнесинка обручена, но понятным образом хочет Волкодава. Периодически из воздуха материализуется Наталья Варлей и объявляет, что миром правит добро. Для истории стоимостью 10 с лишним миллионов у.е. (и это по официальным данным) «Волкодав» как-то слишком отдает самодеятельностью: композитор Рыбников, кажется, попросту издевается, Юозас Будрайтис проходит через полфильма и гибнет, так и не произнеся ни одного членораздельного слова (в «Меченосце» аналогичный фокус проделывался с Алексеем Жарковым, что это за некрасивая мода — мучить стариков?). После появления Нины Усатовой в виде правительницы племени харюков ждешь уже всего на свете — например, что в пандан к центровому злодею Жадобе из леса возникнет какой-нибудь Стыдоба. Теплые чувства из всех фигурантов вызывают лишь двое — летучая мышь, живущая при заглавном герое, и артистка Акиньшина. Два этих дивных существа выполняют, в сущности, одну функцию: нервно трепещут где-то в углу кадра, а когда камера вдруг берет их крупно, неизменно радуют живостью глаз и абсолютным радостным непониманием творящегося вокруг. Режиссер Лебедев в конце 90-х шумно дебютировал действительно недурным «Змеиным источником» и поначалу вызывал симпатию тем, что, кажется, правда знал, кто такой Хичкок. После «Поклонника» и «Звезды» восторгов (да и вообще каких-то эмоций на его счет) поубавилось, но почему-то продолжало казаться, что если из числа так называемых молодых русских кинематографистов и выдвинется хоть один вменяемый жанровый режиссер — это будет как раз Лебедев. Года три назад, когда «Волкодав» запускался, Лебедев сказал в интервью, что в образовательных целях посмотрел «Конана-варвара» — и тот не произвел на него впечатления. Дело вкуса, конечно, но в этот момент продюсерам стоило, наверное, насторожиться. В итоге лебедевский «Волкодав» (из уважения к миллионным тиражам матери славянского фэнтези писательницы Семеновой свалим все на режиссера) это даже не «Властелин Колец» для бедных, а скорее какой-нибудь «Финист — Ясный сокол», переснятый злым, не особо ловким на руку подростком. С одной стороны — ностальгические мосфильмовские парики и накладные бороды, туман, как на концерте Алены Апиной, с другой — постоянное желание смазать грязищей по физиономии и плеснуть пожирней бутафорской кровью. Лебедев побаивается, да и толком не умеет снимать насилие, и потому его жестокость выглядит так зазорно. Очевидно фальшивая стрела, неловко втыкающаяся в сверточек, условно изображающий грудного ребенка, едва ли не в первую минуту фильма, — вот квинтэссенция его творческого метода. Что изрядная часть действительно больших кинематографистов обладает ухватками и этикой дворовой шпаны — с этим как-то приходится мириться. Но терпеть те же манеры от трусоватого русского интеллигента средних способностей — увольте. http://www.afisha.ru/review/movies/36/153516/191760/|0
497|"Люк Бессон - мужик очень умный. И расчетливый. Раз за разом, год от года он продюсирует всякий бесконечный отстой, собственноручно калякая для этого отстоя сценарии, находясь в состоянии тяжелой алкогольной или еще какой-нибудь эйфории, а зрители плачут, колются, но продолжают кушать этот ощетиненный во все стороны кактус под названием ""фильмы от Люка Бессона"", хотя уже давно понятно, что Люк Бессон от своего имени может выпустить только законченный дебилизм. ""Ну и кой черт тогда тебя-то снова понес на эти галеры?"" - может спросить доброжелательный, но въедливый читатель. Отвечаю! Не виноватая я! Ошибочка вышла! Форс-мажор! Прочитал я на форуме чей-то восторженный отзыв об этих ""Бандитках"" - мол, такое кино, такое кино: веселое, динамичное, остроумное, а уж Пеня с Сальмой - так просто лапочки-очаровашки, причем рядом с ""Бандитками"" и рядом не стояла ""Легенда о Зорро"", - а так как мне фильм ""Легенда о Зорро"" вполне понравился, я сделал себе зарубочку посмотреть этих ""Бандиток"", чтобы сравнить две приключенческие комедии. http://www.exler.ru/ films/16-03-2006.htm"|0
498|"Выхода этого фильма долгих пять лет ждали фанаты одноименной компьютерной игры. Я не очень понимаю, почему они так хотели увидеть фильм, поставленный по этой игрушке - на мой взгляд, это все равно что хотеть увидеть фильм, поставленный по любимой кофеварке, - однако они ждали, и это неоспоримый факт. Сначала для постановки этой величайшей картины был приглашен сам Джордж Ромеро - большой специалист по всяким ожившим мертвецам, которых он наплодил великое множество: ""Ночь живых мертвецов"", ""Рассвет мертвецов"", ""День мертвецов"", ""Полдник мертвецов"", ""Тихий час мертвецов"" и ""Легкий ланч мертвецов"". Однако когда Ромеро представил свой сценарий ""Обители зла"", нашпигованный невероятным количеством крови, оторванных бошек, рук, ног, ушей и аппендициксов, продюсеров слегка заколдобило. Людям в картине отводилась роль примитивных статистов, и на это продюсеры пойти не могли, потому что такая картина не стала бы блокбастером. А когда выяснилось, что Ромеро и в игрушку-то никогда в жизни не играл, продюсеры его заклеймили позором и решили отказаться от услуг этого профессора мертвецких забав. http://www.exler.ru/ films/05-08-2002.htm"|0
499|"Вопреки ожиданиям фильм ""Хоттабыч"" поставлен по мотивам вовсе не классической книги Лазаря Лагина ""Старик Хоттабыч"", а по мотивам не так давно появившейся перепевки Сергея Обломова ""Медный кувшин старика Хоттабыча"". Что интересно, я этот кувшин даже потер прочитал. Кто-то где-то зачем-то мне посоветовал эту книгу, я с трудом продрался сквозь первые двадцать-тридцать страниц, подивившись тому, насколько слабенько это все написано, но верный своему принципу все дочитывать-досматрив ать до конца - добил эту перепевку старой песни на новый лад. Что характерно, старая песня про пионера-активиста Вольку ибн Алешу и его друга - отсталого старикана, обладающего способностями, не укладывающимися в стройную марксистско-ленинску ю теорию, до сих пор слушается вполне хорошо, несмотря на то что сама теория давно сдана в архив. Современная перепевка с ее современными реалиями в виде доморощенных хакеров, мутных бандюганов, доблестных оборотней в погонах, странных американок и вездесущего старика Хоттабыча, которого снова достали из кувшина, смахнув у него пыль с ушей, слушается на порядок хуже: примерно как нынешний блатной ""шансон"" по сравнению с песнями Дунаевского. http://www.exler.ru/ films/07-09-2006.htm"|0
500|"Этот фильм ждали давно. В основном, благодаря довольно умелой рекламной кампании, начавшейся задолго до появления фильма на экранах. Вроде, с чего было с трепетом в сердце ждать очередной картины на бандюганскую тему, снятую никому не известным режиссером с мало кому известными актерами (за исключением, разве что, ""бригадного"" Вдовиченкова)? Однако в настойчиво подогреваемых средствах массовой информации все время доносились ""вести с полей"" - репортажи со съемочной площадки, интервью с продюсером, режиссерами и исполнителями главных ролей, а вскоре появились и рецензии журналистов, которым картинку показывали на спецпоказах, сопровождавшихся, как водится, отличным фуршетом - просто чтобы направить в нужное русло тон рецензий. Судя по этому тону, журналистов и кинокритиков поили как минимум вискарем 19-летней выдержки, потому что ничем другим я не могу объяснить эти восторженные крики и реки восхищенных панегириков, которые широкой струей полились по средствам массовой информации. Еще задолго до выхода фильма на экраны я выяснил, что это: наш, российский, ""Крестный отец"", но только лучше; что ""Бумер"" Буслова закрывает российскую криминальную тему (кстати, фраза ""закрывает тему"" стала на редкость расхожим и весьма дурацким штампом кинокритиков); что поневоле сопереживаешь всем сердцем этим запутавшимся парням; что это новый ""Брат"", что эти неплохие парни играют в отчаянную головоломку под названием ""никто не хотел умирать"", что фильм точно рассчитан (о том чувстве меры, которого нашему кино так часто не хватает), добротно и талантливо сделан и сыгран; что команда, снявшая ""Бумер"", в один прекрасный день проснулась знаменитой (это написано примерно за пару месяцев до выхода фильма на экраны); что Петр Буслов - режиссер ""Бумера"", может быть, самого талантливого нашего фильма последней пятилетки; ну, и еще такой милый и романтичный штришок - после работы в фильмах ""Бумер"" и ""Бригада"" актер Владимир Вдовиченков купил БМВ. http://www.exler.ru/ films/25-08-2003.htm"|0
501|"Трэш-мюзикл знаменитой студии ""Трома"". Первокурсник Арби потерял свою первую и единственную девушку - его Венди стала лесбиянкой и ушла к мускулистой и злобной девке. Арби намерен доказать любимой, что он - крутой, и... поступает на службу в ресторан фаст-фуда. Романтическая история развивается на фоне экологической катастрофы: самозародившиеся в кладбищенской земле пернатые зомби анально терроризируют горожан. Осторожно - много сисек, крови, кала и группового софт-порно! http://www.timeout.r u/text/film/74053/#s ch"|0
502|"Корпоративный болван Андрюша (Илья Шакунов) живет со своей начальницей и по совместительству женой Викторией (Екатерина Гусева) в квартире из цельного куска бетона, но мечтает бросить все и махнуть в деревню. Пока, правда, нельзя - ""надо делать деньги"". Хотя Андрею впору делать инъекции успокоительного: нервотрепка начинается прямо с утра, когда они с супругой привычно начинают мериться зарплатами, и продолжается на работе - там случается форс-мажор, контора жжет архивы и сливает ""черную"" бухгалтерию на флэш-карту. Заканчивается все вечером ""моментом истины"": вернувшись домой, Андрей застает жену в компании очень важного человека Геннадия Михалыча. Взбешенный герой хлопает дверью, берет в заложники ту самую флэшку и сисадмина Котика (Евгений Стычкин) и бежит-таки в деревню. В погоню отправляется весь высший менеджмент на вертолетах, арендованных в интернете, а в деревне все со страшной силой сливаются с природой - Андрей с Котиком ходят на байдарке, Виктория - по грибы. В 1993 году, после фильма ""Стрелец неприкаянный"", критик Наталья Сивирля рекомендовала Георгию Шенгелия воздержаться от кинорежиссуры. Шенгелия совету не внял и держится вот уже тринадцать лет - вопреки всем законам здравого смысла, вкуса и высшей справедливости. Режиссерский стиль с тех пор не изменился ни на йоту - ""Флэш.Ка"" выглядит осколком эпохи накопления первичного капитала, для образной завершенности в кадре не хватает разве что Александра Панкратова-Черного. Детали вызывают теплое чувство ностальгии: с лица главного героя не сходит улыбка сенильного оптимизма, словно он не играет в экшене, а рекламирует инвестиционные фонды, слова ""наезд"", ""менеджеры"" и ""затрахал"" даются актерам не без труда, лучший эпизод фильма на дискотеке живо напоминает перестроечный антишедевр ""Танцплощадка"". А самое приятное то, что тут не надо никому сопереживать - в борьбе идиотизма со злом остается только держать нейтралитет. http://www.timeout.r u/text/film/45378/"|0
